locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILCLPFNH_00804	CDS	1224				hypothetical protein
ILCLPFNH_00805	CDS	726				hypothetical protein
ILCLPFNH_00806	CDS	342				hypothetical protein
ILCLPFNH_00807	CDS	261				hypothetical protein
ILCLPFNH_00808	CDS	378				hypothetical protein
ILCLPFNH_00809	CDS	1533				hypothetical protein
ILCLPFNH_00810	CDS	726	rosB_2	2.6.1.114	COG0655	8-demethyl-8-aminoriboflavin-5'-phosphate synthase
ILCLPFNH_00811	CDS	645				hypothetical protein
ILCLPFNH_00812	CDS	861	azoB	1.7.-.-		NAD(P)H azoreductase
ILCLPFNH_00813	CDS	228				hypothetical protein
ILCLPFNH_00814	CDS	330	mazF2	3.1.-.-	COG2337	putative endoribonuclease MazF2
ILCLPFNH_00815	CDS	189				hypothetical protein
ILCLPFNH_00816	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC37
ILCLPFNH_00817	CDS	594				hypothetical protein
ILCLPFNH_00818	CDS	3087	rapA	3.6.4.-		RNA polymerase-associated protein RapA
ILCLPFNH_00819	CDS	750				hypothetical protein
ILCLPFNH_00820	CDS	2208				hypothetical protein
ILCLPFNH_00821	CDS	435				hypothetical protein
ILCLPFNH_00822	CDS	660				hypothetical protein
ILCLPFNH_00823	CDS	924	hrdB		COG0568	RNA polymerase principal sigma factor HrdB
ILCLPFNH_00824	CDS	633				hypothetical protein
ILCLPFNH_00825	CDS	948	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
ILCLPFNH_00826	CDS	195				hypothetical protein
ILCLPFNH_00827	CDS	312				hypothetical protein
ILCLPFNH_00828	CDS	426	mutT1_2	3.6.1.69	COG0406	8-oxo-(d)GTP phosphatase
ILCLPFNH_00829	CDS	924				hypothetical protein
ILCLPFNH_00830	CDS	108				hypothetical protein
ILCLPFNH_00831	CDS	276				hypothetical protein
ILCLPFNH_00832	CDS	315	mazF5_1	3.1.-.-	COG2337	putative endoribonuclease MazF5
ILCLPFNH_00833	CDS	411				hypothetical protein
ILCLPFNH_00834	CDS	666				hypothetical protein
ILCLPFNH_00835	CDS	174				hypothetical protein
ILCLPFNH_00836	CDS	924				hypothetical protein
ILCLPFNH_00837	CDS	819				hypothetical protein
ILCLPFNH_00838	CDS	792				hypothetical protein
ILCLPFNH_00839	CDS	843				hypothetical protein
ILCLPFNH_00840	CDS	1089	oppD_2	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
ILCLPFNH_00841	CDS	900	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
ILCLPFNH_00842	CDS	1008	dppB_1			Di/tripeptide transport system permease protein DppB
ILCLPFNH_00843	CDS	1755	dppA1			Di/tripeptide-binding protein 1
ILCLPFNH_00844	CDS	1014	moxR1_3		COG0714	Chaperone MoxR1
ILCLPFNH_00845	CDS	1230				hypothetical protein
ILCLPFNH_00846	CDS	2433				hypothetical protein
ILCLPFNH_00847	CDS	357				hypothetical protein
ILCLPFNH_00848	CDS	759	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
ILCLPFNH_00849	CDS	603	sigW		COG1595	ECF RNA polymerase sigma factor SigW
ILCLPFNH_00850	CDS	1722	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
ILCLPFNH_00851	CDS	1686	murJ			lipid II flippase MurJ
ILCLPFNH_00852	CDS	2109				hypothetical protein
ILCLPFNH_00853	CDS	492	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
ILCLPFNH_00854	CDS	1074	pilT_1			Type IV pilus retractation ATPase PilT
ILCLPFNH_00855	CDS	525	nagR		COG2188	HTH-type transcriptional repressor NagR
ILCLPFNH_00856	CDS	1548				hypothetical protein
ILCLPFNH_00857	CDS	858				hypothetical protein
ILCLPFNH_00858	CDS	951	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
ILCLPFNH_00859	CDS	945	rbsC_1		COG1172	Ribose import permease protein RbsC
ILCLPFNH_00860	CDS	1005	rbsC_2		COG1172	Ribose import permease protein RbsC
ILCLPFNH_00861	CDS	1518	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
ILCLPFNH_00862	CDS	1149				hypothetical protein
ILCLPFNH_00863	CDS	405				hypothetical protein
ILCLPFNH_00864	CDS	1368	tcrY	2.7.13.3	COG2205	putative sensor histidine kinase TcrY
ILCLPFNH_00865	CDS	678	tcrA		COG0745	Transcriptional regulatory protein TcrA
ILCLPFNH_00866	CDS	924				hypothetical protein
ILCLPFNH_00867	CDS	366				hypothetical protein
ILCLPFNH_00868	CDS	2454				hypothetical protein
ILCLPFNH_00869	CDS	1425	sftD_1	1.2.1.97		3-sulfolactaldehyde dehydrogenase
ILCLPFNH_00870	CDS	435				hypothetical protein
ILCLPFNH_00871	CDS	180				hypothetical protein
ILCLPFNH_00872	CDS	237				hypothetical protein
ILCLPFNH_00873	CDS	189				hypothetical protein
ILCLPFNH_00874	CDS	219				hypothetical protein
ILCLPFNH_00875	CDS	2691	sucD_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
ILCLPFNH_00876	CDS	645	gph_1	3.1.3.18		Phosphoglycolate phosphatase
ILCLPFNH_00877	CDS	1647				hypothetical protein
ILCLPFNH_00878	CDS	555				hypothetical protein
ILCLPFNH_00879	CDS	3453	metH	2.1.1.13	COG0646	Methionine synthase
ILCLPFNH_00880	CDS	1767				hypothetical protein
ILCLPFNH_00881	CDS	351				hypothetical protein
ILCLPFNH_00882	CDS	579	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
ILCLPFNH_00883	CDS	1086				hypothetical protein
ILCLPFNH_00884	CDS	624	bldN		COG1595	ECF RNA polymerase sigma factor BldN
ILCLPFNH_00885	CDS	570				hypothetical protein
ILCLPFNH_00886	CDS	1983				hypothetical protein
ILCLPFNH_00887	CDS	675				hypothetical protein
ILCLPFNH_00888	CDS	714	rskA			Anti-sigma-K factor RskA
ILCLPFNH_00889	CDS	630	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
ILCLPFNH_00890	CDS	1416				hypothetical protein
ILCLPFNH_00891	CDS	843	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
ILCLPFNH_00892	CDS	1641				hypothetical protein
ILCLPFNH_00893	CDS	846				hypothetical protein
ILCLPFNH_00894	CDS	270				hypothetical protein
ILCLPFNH_00895	CDS	1089				hypothetical protein
ILCLPFNH_00896	CDS	690	uvrB		COG0556	UvrABC system protein B
ILCLPFNH_00897	CDS	198				hypothetical protein
ILCLPFNH_00898	CDS	864				hypothetical protein
ILCLPFNH_00899	CDS	312	mazF5_2	3.1.-.-	COG2337	putative endoribonuclease MazF5
ILCLPFNH_00900	CDS	297				hypothetical protein
ILCLPFNH_00901	CDS	1341	dnaB	5.6.2.3		Replicative DNA helicase DnaB
ILCLPFNH_00902	CDS	369				hypothetical protein
ILCLPFNH_00903	CDS	423				hypothetical protein
ILCLPFNH_00904	CDS	504				hypothetical protein
ILCLPFNH_00905	CDS	198				hypothetical protein
ILCLPFNH_00906	CDS	1971	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
ILCLPFNH_00907	CDS	483				hypothetical protein
ILCLPFNH_00908	CDS	981	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
ILCLPFNH_00909	CDS	990		1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
ILCLPFNH_00910	CDS	744				hypothetical protein
ILCLPFNH_00911	CDS	147				hypothetical protein
ILCLPFNH_00912	CDS	327				hypothetical protein
ILCLPFNH_00913	CDS	267				hypothetical protein
ILCLPFNH_00914	CDS	180				hypothetical protein
ILCLPFNH_00915	CDS	387				hypothetical protein
ILCLPFNH_00916	CDS	234				hypothetical protein
ILCLPFNH_00917	CDS	90				hypothetical protein
ILCLPFNH_00918	CDS	1074	pilT_2			Type IV pilus retractation ATPase PilT
ILCLPFNH_00919	CDS	486				hypothetical protein
ILCLPFNH_00920	CDS	2001	ftsP			Cell division protein FtsP
ILCLPFNH_00921	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC49
ILCLPFNH_00922	CDS	441				hypothetical protein
ILCLPFNH_00923	CDS	255				hypothetical protein
ILCLPFNH_00924	CDS	582		2.1.3.1		Methylmalonyl-CoA carboxyltransferase 12S subunit
ILCLPFNH_00925	CDS	315				hypothetical protein
ILCLPFNH_00926	CDS	300				hypothetical protein
ILCLPFNH_00927	CDS	303				hypothetical protein
ILCLPFNH_00928	CDS	351				hypothetical protein
ILCLPFNH_00929	CDS	462				hypothetical protein
ILCLPFNH_00930	CDS	759	lptB_3	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ILCLPFNH_00931	CDS	1047				hypothetical protein
ILCLPFNH_00932	CDS	873	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ILCLPFNH_00933	CDS	1308				hypothetical protein
ILCLPFNH_00934	CDS	1392		1.14.15.29		Steroid C26-monooxygenase
ILCLPFNH_00935	CDS	273				hypothetical protein
ILCLPFNH_00936	CDS	789			COG3324	Putative glyoxylase CFP32
ILCLPFNH_00937	CDS	546				hypothetical protein
ILCLPFNH_00938	CDS	351				hypothetical protein
ILCLPFNH_00939	CDS	1926		3.2.1.28	COG3387	Trehalase
ILCLPFNH_00940	CDS	330				hypothetical protein
ILCLPFNH_00941	CDS	282				hypothetical protein
ILCLPFNH_00942	CDS	771				hypothetical protein
ILCLPFNH_00943	CDS	1386				hypothetical protein
ILCLPFNH_00944	CDS	1218	clpB		COG0542	Chaperone protein ClpB
ILCLPFNH_00945	CDS	198				hypothetical protein
ILCLPFNH_00946	tRNA	73				tRNA-Gln(ctg)
ILCLPFNH_00947	CDS	1521	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
ILCLPFNH_00948	CDS	408				hypothetical protein
ILCLPFNH_00949	CDS	1095				hypothetical protein
ILCLPFNH_00950	CDS	765			COG0179	Protein
ILCLPFNH_00951	CDS	561	cimA	2.3.3.21	COG0119	(R)-citramalate synthase
ILCLPFNH_00952	CDS	1020				hypothetical protein
ILCLPFNH_00953	CDS	1281				hypothetical protein
ILCLPFNH_00954	CDS	1431	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
ILCLPFNH_00955	CDS	333				hypothetical protein
ILCLPFNH_00956	CDS	558				hypothetical protein
ILCLPFNH_00957	CDS	534				hypothetical protein
ILCLPFNH_00958	CDS	453				hypothetical protein
ILCLPFNH_00959	CDS	228				hypothetical protein
ILCLPFNH_00960	CDS	426				hypothetical protein
ILCLPFNH_00961	CDS	1359	pmbA_2	3.4.-.-	COG0312	Metalloprotease PmbA
ILCLPFNH_00962	CDS	1332				hypothetical protein
ILCLPFNH_00963	CDS	1428	qseC	2.7.13.3	COG0642	Sensor protein QseC
ILCLPFNH_00964	CDS	699	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
ILCLPFNH_00965	CDS	2814				hypothetical protein
ILCLPFNH_00966	CDS	1806				hypothetical protein
ILCLPFNH_00967	CDS	798	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
ILCLPFNH_00968	CDS	381				hypothetical protein
ILCLPFNH_00969	CDS	297				hypothetical protein
ILCLPFNH_00970	CDS	1023				hypothetical protein
ILCLPFNH_00971	CDS	273				hypothetical protein
ILCLPFNH_00972	CDS	264				hypothetical protein
ILCLPFNH_00973	tRNA	91				tRNA-Ser(cga)
ILCLPFNH_00974	CDS	111				hypothetical protein
ILCLPFNH_00975	CDS	402				hypothetical protein
ILCLPFNH_00976	CDS	372				hypothetical protein
ILCLPFNH_00977	CDS	378				hypothetical protein
ILCLPFNH_00978	CDS	630	nrdR			Transcriptional repressor NrdR
ILCLPFNH_00979	CDS	405				hypothetical protein
ILCLPFNH_00980	CDS	633	lexA	3.4.21.88	COG1974	LexA repressor
ILCLPFNH_00981	CDS	1404	hflX			GTPase HflX
ILCLPFNH_00982	CDS	825	dapF	5.1.1.7		Diaminopimelate epimerase
ILCLPFNH_00983	CDS	921	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
ILCLPFNH_00984	CDS	777				hypothetical protein
ILCLPFNH_00985	CDS	1449	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
ILCLPFNH_00986	CDS	297				hypothetical protein
ILCLPFNH_00987	CDS	543	recX			Regulatory protein RecX
ILCLPFNH_00988	CDS	2955	recA			Protein RecA
ILCLPFNH_00989	CDS	600				hypothetical protein
ILCLPFNH_00990	CDS	396	hcmB	5.4.99.64		2-hydroxyisobutanoyl-CoA mutase small subunit
ILCLPFNH_00991	CDS	1152	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ILCLPFNH_00992	CDS	915	sucD_2	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
ILCLPFNH_00993	CDS	687				hypothetical protein
ILCLPFNH_00994	CDS	618	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ILCLPFNH_00995	CDS	1536	purH		COG0138	Bifunctional purine biosynthesis protein PurH
ILCLPFNH_00996	CDS	375				hypothetical protein
ILCLPFNH_00997	CDS	915				hypothetical protein
ILCLPFNH_00998	CDS	1590				hypothetical protein
ILCLPFNH_00999	CDS	867	folD		COG0190	Bifunctional protein FolD protein
ILCLPFNH_01000	CDS	930	mdh	1.1.1.37		Malate dehydrogenase
ILCLPFNH_01001	CDS	255				hypothetical protein
ILCLPFNH_01002	CDS	738	lytR		COG3279	Transcriptional regulatory protein LytR
ILCLPFNH_01003	CDS	1302	lytS	2.7.13.3	COG3275	Sensor histidine kinase/phosphatase LytS
ILCLPFNH_01004	CDS	1701	actP_1		COG4147	Cation/acetate symporter ActP
ILCLPFNH_01005	CDS	387				hypothetical protein
ILCLPFNH_01006	CDS	402				hypothetical protein
ILCLPFNH_01007	CDS	279				hypothetical protein
ILCLPFNH_01008	CDS	1716	actP_2		COG4147	Cation/acetate symporter ActP
ILCLPFNH_01009	CDS	1959	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ILCLPFNH_01010	CDS	378				hypothetical protein
ILCLPFNH_01011	CDS	243				hypothetical protein
ILCLPFNH_01012	CDS	984	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ILCLPFNH_01013	CDS	1752	uup_1	3.6.1.-		ATP-binding protein Uup
ILCLPFNH_01014	CDS	561	orn	3.1.15.-	COG1949	Oligoribonuclease
ILCLPFNH_01015	CDS	576				hypothetical protein
ILCLPFNH_01016	CDS	474				hypothetical protein
ILCLPFNH_01017	CDS	768				hypothetical protein
ILCLPFNH_01018	CDS	1254	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
ILCLPFNH_01019	CDS	699	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
ILCLPFNH_01020	CDS	1743	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ILCLPFNH_01021	CDS	432				hypothetical protein
ILCLPFNH_01022	CDS	411	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
ILCLPFNH_01023	CDS	1599	hcmA_2	5.4.99.64		2-hydroxyisobutanoyl-CoA mutase large subunit
ILCLPFNH_01024	CDS	555				hypothetical protein
ILCLPFNH_01025	CDS	333				hypothetical protein
ILCLPFNH_01026	CDS	819				hypothetical protein
ILCLPFNH_01027	CDS	807				hypothetical protein
ILCLPFNH_01028	CDS	972	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ILCLPFNH_01029	CDS	699	resD_1		COG0745	Transcriptional regulatory protein ResD
ILCLPFNH_01030	CDS	1023	baeS	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BaeS
ILCLPFNH_01031	CDS	402				hypothetical protein
ILCLPFNH_01032	CDS	735				hypothetical protein
ILCLPFNH_01033	CDS	747	yknY_1	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
ILCLPFNH_01034	CDS	546	algU_2			RNA polymerase sigma-H factor
ILCLPFNH_01035	CDS	612				hypothetical protein
ILCLPFNH_01036	CDS	180				hypothetical protein
ILCLPFNH_01037	CDS	549	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
ILCLPFNH_01038	CDS	1488	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
ILCLPFNH_01039	CDS	1185	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
ILCLPFNH_01040	CDS	1056	ndhA_2	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
ILCLPFNH_01041	CDS	765	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
ILCLPFNH_01042	CDS	606				hypothetical protein
ILCLPFNH_01043	CDS	315		7.1.1.-		NADH-quinone oxidoreductase subunit 11
ILCLPFNH_01044	CDS	2127	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
ILCLPFNH_01045	CDS	1533	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
ILCLPFNH_01046	CDS	219				hypothetical protein
ILCLPFNH_01047	CDS	291				hypothetical protein
ILCLPFNH_01048	CDS	183				hypothetical protein
ILCLPFNH_01049	CDS	1014	sthA	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
ILCLPFNH_01050	CDS	831	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
ILCLPFNH_01051	CDS	1218	glgM	2.4.1.342	COG0297	Alpha-maltose-1-phosphate synthase
ILCLPFNH_01052	CDS	912	mamB			Magnetosome protein MamB
ILCLPFNH_01053	CDS	1722	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
ILCLPFNH_01054	CDS	1446		4.1.1.28		Aromatic-L-amino-acid decarboxylase
ILCLPFNH_01055	CDS	192				hypothetical protein
ILCLPFNH_01056	CDS	363				hypothetical protein
ILCLPFNH_01057	CDS	882			COG0480	Elongation factor G-like protein
ILCLPFNH_01058	CDS	1299			COG2256	putative AAA domain-containing protein
ILCLPFNH_01059	CDS	561				hypothetical protein
ILCLPFNH_01060	CDS	1299				hypothetical protein
ILCLPFNH_01061	CDS	810				hypothetical protein
ILCLPFNH_01062	CDS	1029			COG0701	Putative two-component membrane permease complex subunit SMU_747c
ILCLPFNH_01063	CDS	435			COG3832	putative protein
ILCLPFNH_01064	CDS	1827		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
ILCLPFNH_01065	CDS	1143	pimB	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
ILCLPFNH_01066	CDS	159				hypothetical protein
ILCLPFNH_01067	CDS	765				hypothetical protein
ILCLPFNH_01068	CDS	2532	pepN	3.4.11.2		Aminopeptidase N
ILCLPFNH_01069	CDS	576				hypothetical protein
ILCLPFNH_01070	CDS	138				hypothetical protein
ILCLPFNH_01071	CDS	1845				hypothetical protein
ILCLPFNH_01072	CDS	783			COG3346	putative SURF1-like protein
ILCLPFNH_01073	CDS	1833				hypothetical protein
ILCLPFNH_01074	CDS	702				Putative phosphoribosyl transferase
ILCLPFNH_01075	CDS	495				hypothetical protein
ILCLPFNH_01076	CDS	1131				hypothetical protein
ILCLPFNH_01077	CDS	879	celH_2	3.2.1.4	COG2730	Endoglucanase H
ILCLPFNH_01078	CDS	492				hypothetical protein
ILCLPFNH_01079	CDS	303				hypothetical protein
ILCLPFNH_01080	CDS	1401				hypothetical protein
ILCLPFNH_01081	CDS	1098				hypothetical protein
ILCLPFNH_01082	CDS	1914				hypothetical protein
ILCLPFNH_01083	CDS	990	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
ILCLPFNH_01084	CDS	351				hypothetical protein
ILCLPFNH_01085	CDS	975	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
ILCLPFNH_01086	CDS	1299	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ILCLPFNH_01087	CDS	645				hypothetical protein
ILCLPFNH_01088	CDS	405				hypothetical protein
ILCLPFNH_01089	CDS	648	resA_2			Thiol-disulfide oxidoreductase ResA
ILCLPFNH_01090	CDS	582				hypothetical protein
ILCLPFNH_01091	CDS	345	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
ILCLPFNH_01092	CDS	783	petB			Cytochrome b6
ILCLPFNH_01093	CDS	846				hypothetical protein
ILCLPFNH_01094	CDS	819	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
ILCLPFNH_01095	CDS	1047				hypothetical protein
ILCLPFNH_01096	CDS	858				hypothetical protein
ILCLPFNH_01097	CDS	627				hypothetical protein
ILCLPFNH_01098	CDS	2439	mtgA_3	2.4.99.28		Biosynthetic peptidoglycan transglycosylase
ILCLPFNH_01099	CDS	630		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
ILCLPFNH_01100	CDS	735	polX_1		COG1387	DNA polymerase/3'-5' exonuclease PolX
ILCLPFNH_01101	CDS	285				hypothetical protein
ILCLPFNH_01102	CDS	174				hypothetical protein
ILCLPFNH_01103	CDS	285				hypothetical protein
ILCLPFNH_01104	CDS	384				hypothetical protein
ILCLPFNH_01105	CDS	423				hypothetical protein
ILCLPFNH_01106	CDS	885				hypothetical protein
ILCLPFNH_01107	CDS	1284	spoIIAB	2.7.11.1		Anti-sigma F factor
ILCLPFNH_01108	CDS	534				hypothetical protein
ILCLPFNH_01109	CDS	408	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
ILCLPFNH_01110	CDS	906		3.1.11.-	COG0258	5'-3' exonuclease
ILCLPFNH_01111	CDS	1356				hypothetical protein
ILCLPFNH_01112	CDS	444				hypothetical protein
ILCLPFNH_01113	CDS	810	moaR1		COG3629	Transcriptional regulatory protein MoaR1
ILCLPFNH_01114	CDS	321				hypothetical protein
ILCLPFNH_01115	CDS	1236	fadE2	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase FadE2
ILCLPFNH_01116	CDS	600				hypothetical protein
ILCLPFNH_01117	CDS	540	sigE_3		COG1595	RNA polymerase sigma-E factor
ILCLPFNH_01118	CDS	939	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
ILCLPFNH_01119	CDS	1110	fbiB	1.3.8.17		Bifunctional F420 biosynthesis protein FbiB
ILCLPFNH_01120	CDS	951				hypothetical protein
ILCLPFNH_01121	CDS	1278				hypothetical protein
ILCLPFNH_01122	CDS	246				hypothetical protein
ILCLPFNH_01123	CDS	402	hspR		COG0789	Putative heat shock protein HspR
ILCLPFNH_01124	CDS	1200	dnaJ1		COG0484	Chaperone protein DnaJ 1
ILCLPFNH_01125	CDS	768	grpE			Protein GrpE
ILCLPFNH_01126	CDS	1032	dnaK		COG0443	Chaperone protein DnaK
ILCLPFNH_01127	CDS	2028	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
ILCLPFNH_01128	CDS	1299				hypothetical protein
ILCLPFNH_01129	CDS	909	htrA		COG0265	Putative serine protease HtrA
ILCLPFNH_01130	CDS	435				hypothetical protein
ILCLPFNH_01131	CDS	438				hypothetical protein
ILCLPFNH_01132	CDS	957				hypothetical protein
ILCLPFNH_01133	CDS	261				hypothetical protein
ILCLPFNH_01134	CDS	588	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
ILCLPFNH_01135	CDS	606	IYD	1.21.1.1	COG0778	Iodotyrosine deiodinase
ILCLPFNH_01136	CDS	1779	bipA	3.6.5.-	COG1217	Large ribosomal subunit assembly factor BipA
ILCLPFNH_01137	CDS	849				hypothetical protein
ILCLPFNH_01138	CDS	906	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
ILCLPFNH_01139	CDS	762				hypothetical protein
ILCLPFNH_01140	CDS	411				hypothetical protein
ILCLPFNH_01141	CDS	963	uppP	3.6.1.27		Undecaprenyl-diphosphatase
ILCLPFNH_01142	CDS	534	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
ILCLPFNH_01143	CDS	1194	secF		COG0341	Protein translocase subunit SecF
ILCLPFNH_01144	CDS	1512	secDF		COG0341	Protein translocase subunit SecDF
ILCLPFNH_01145	CDS	798				hypothetical protein
ILCLPFNH_01146	CDS	357				hypothetical protein
ILCLPFNH_01147	CDS	1032	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
ILCLPFNH_01148	CDS	597	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
ILCLPFNH_01149	CDS	630	ruvC	3.1.21.10		Crossover junction endodeoxyribonuclease RuvC
ILCLPFNH_01150	CDS	945				hypothetical protein
ILCLPFNH_01151	CDS	750			COG0217	putative transcriptional regulatory protein
ILCLPFNH_01152	CDS	690	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
ILCLPFNH_01153	CDS	453	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
ILCLPFNH_01154	CDS	1158				hypothetical protein
ILCLPFNH_01155	CDS	1023	prsA	5.2.1.8	COG0760	Foldase protein PrsA
ILCLPFNH_01156	CDS	666	sigR		COG1595	ECF RNA polymerase sigma factor SigR
ILCLPFNH_01157	CDS	237				hypothetical protein
ILCLPFNH_01158	CDS	942	galE1	5.1.3.2	COG0451	UDP-glucose 4-epimerase
ILCLPFNH_01159	CDS	891				hypothetical protein
ILCLPFNH_01160	CDS	921	gshA	6.3.2.2		Glutamate--cysteine ligase
ILCLPFNH_01161	CDS	1029				hypothetical protein
ILCLPFNH_01162	CDS	573				hypothetical protein
ILCLPFNH_01163	CDS	870	mca_2	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
ILCLPFNH_01164	CDS	405	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
ILCLPFNH_01165	CDS	234				hypothetical protein
ILCLPFNH_01166	CDS	849				hypothetical protein
ILCLPFNH_01167	CDS	993	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ILCLPFNH_01168	CDS	1215				hypothetical protein
ILCLPFNH_01169	CDS	249				hypothetical protein
ILCLPFNH_01170	CDS	204				hypothetical protein
ILCLPFNH_01171	CDS	942	ganQ_1		COG3833	Galactooligosaccharides transport system permease protein GanQ
ILCLPFNH_01172	CDS	1617	malF_1		COG1175	Maltose/maltodextrin transport system permease protein MalF
ILCLPFNH_01173	CDS	1410				hypothetical protein
ILCLPFNH_01174	CDS	111				hypothetical protein
ILCLPFNH_01175	CDS	330	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
ILCLPFNH_01176	CDS	1515	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
ILCLPFNH_01177	CDS	978	ppx	3.6.1.11		Exopolyphosphatase 1
ILCLPFNH_01178	CDS	660	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
ILCLPFNH_01179	CDS	1230	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
ILCLPFNH_01180	CDS	852	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
ILCLPFNH_01181	CDS	1251				hypothetical protein
ILCLPFNH_01182	CDS	1284				hypothetical protein
ILCLPFNH_01183	CDS	564	gph_2	3.1.3.18		Phosphoglycolate phosphatase
ILCLPFNH_01184	CDS	2166	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
ILCLPFNH_01185	CDS	396				hypothetical protein
ILCLPFNH_01186	CDS	1956	yheS_1		COG0488	putative ATP-binding protein YheS
