locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMKMDMIJ_00376	CDS	531				hypothetical protein
PMKMDMIJ_00377	CDS	831				hypothetical protein
PMKMDMIJ_00378	CDS	672				hypothetical protein
PMKMDMIJ_00379	CDS	279	rpsT			Small ribosomal subunit protein bS20
PMKMDMIJ_00380	CDS	1035				hypothetical protein
PMKMDMIJ_00381	CDS	111				hypothetical protein
PMKMDMIJ_00382	CDS	1248	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PMKMDMIJ_00383	CDS	468				hypothetical protein
PMKMDMIJ_00384	CDS	1044	thiL	2.7.4.16		Thiamine-monophosphate kinase
PMKMDMIJ_00385	CDS	1092	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMKMDMIJ_00386	CDS	504				hypothetical protein
PMKMDMIJ_00387	CDS	3036				hypothetical protein
PMKMDMIJ_00388	CDS	1035				hypothetical protein
PMKMDMIJ_00389	CDS	585	ssuD_2	1.14.14.5		Alkanesulfonate monooxygenase
PMKMDMIJ_00390	CDS	1230	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
PMKMDMIJ_00391	CDS	402				hypothetical protein
PMKMDMIJ_00392	CDS	366				hypothetical protein
PMKMDMIJ_00393	CDS	783				hypothetical protein
PMKMDMIJ_00394	CDS	957	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PMKMDMIJ_00395	CDS	111				hypothetical protein
PMKMDMIJ_00396	CDS	1287				hypothetical protein
PMKMDMIJ_00397	CDS	684				hypothetical protein
PMKMDMIJ_00398	CDS	1914	mfd_1	3.6.4.-	COG1197	Transcription-repair-coupling factor
PMKMDMIJ_00399	CDS	555				hypothetical protein
PMKMDMIJ_00400	CDS	1989		3.2.1.28	COG3387	Trehalase
PMKMDMIJ_00401	CDS	228				hypothetical protein
PMKMDMIJ_00402	CDS	369	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
PMKMDMIJ_00403	CDS	282				hypothetical protein
PMKMDMIJ_00404	CDS	1107				hypothetical protein
PMKMDMIJ_00405	CDS	1146				hypothetical protein
PMKMDMIJ_00406	CDS	933				hypothetical protein
PMKMDMIJ_00407	CDS	873	nit1_1	3.5.1.128		Deaminated glutathione amidase
PMKMDMIJ_00408	CDS	801	ylmA_1	7.-.-.-	COG1119	putative ABC transporter ATP-binding protein YlmA
PMKMDMIJ_00409	CDS	276				hypothetical protein
PMKMDMIJ_00410	CDS	1326		3.4.-.-		putative peptidase
PMKMDMIJ_00411	CDS	786	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
PMKMDMIJ_00412	CDS	1452	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PMKMDMIJ_00413	CDS	345				hypothetical protein
PMKMDMIJ_00414	CDS	186				hypothetical protein
PMKMDMIJ_00415	CDS	1758			COG1132	putative ABC transporter ATP-binding protein
PMKMDMIJ_00416	CDS	1782		7.6.2.-		Putative multidrug export ATP-binding/permease protein
PMKMDMIJ_00417	CDS	150				hypothetical protein
PMKMDMIJ_00418	CDS	702				hypothetical protein
PMKMDMIJ_00419	CDS	753				hypothetical protein
PMKMDMIJ_00420	CDS	690				hypothetical protein
PMKMDMIJ_00421	CDS	561	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
PMKMDMIJ_00422	CDS	240				hypothetical protein
PMKMDMIJ_00423	CDS	189				hypothetical protein
PMKMDMIJ_00424	CDS	1056	dppF_1	7.4.2.9		Di/tripeptide transport ATP-binding protein DppF
PMKMDMIJ_00425	CDS	618	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
PMKMDMIJ_00426	CDS	297				hypothetical protein
PMKMDMIJ_00427	CDS	618	tdm	4.1.2.32	COG0404	Trimethylamine-oxide aldolase
PMKMDMIJ_00428	CDS	828				hypothetical protein
PMKMDMIJ_00429	CDS	1389	selB			Selenocysteine-specific elongation factor
PMKMDMIJ_00430	CDS	201				hypothetical protein
PMKMDMIJ_00431	CDS	1638	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
PMKMDMIJ_00432	CDS	252				hypothetical protein
PMKMDMIJ_00433	CDS	525				hypothetical protein
PMKMDMIJ_00434	CDS	1002				hypothetical protein
PMKMDMIJ_00435	CDS	441				hypothetical protein
PMKMDMIJ_00436	CDS	180				hypothetical protein
PMKMDMIJ_00437	CDS	432				hypothetical protein
PMKMDMIJ_00438	CDS	246				hypothetical protein
PMKMDMIJ_00439	CDS	348				hypothetical protein
PMKMDMIJ_00440	CDS	714				hypothetical protein
PMKMDMIJ_00441	CDS	1113		3.4.11.25		Beta-peptidyl aminopeptidase BapA
PMKMDMIJ_00442	CDS	510				hypothetical protein
PMKMDMIJ_00443	CDS	1032	bcrA			Bacitracin transport ATP-binding protein BcrA
PMKMDMIJ_00444	CDS	837				hypothetical protein
PMKMDMIJ_00445	CDS	96				hypothetical protein
PMKMDMIJ_00446	CDS	846				hypothetical protein
PMKMDMIJ_00447	CDS	264				hypothetical protein
PMKMDMIJ_00448	CDS	576				hypothetical protein
PMKMDMIJ_00449	CDS	1551	floT		COG2268	Flotillin-like protein FloT
PMKMDMIJ_00450	CDS	546				hypothetical protein
PMKMDMIJ_00451	CDS	1686	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase large subunit
PMKMDMIJ_00452	CDS	564	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
PMKMDMIJ_00453	CDS	1053	ilvC	1.1.1.382	COG0059	Ketol-acid reductoisomerase (NAD(+))
PMKMDMIJ_00454	CDS	1575	leuA1	2.3.3.13		2-isopropylmalate synthase 1
PMKMDMIJ_00455	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
PMKMDMIJ_00456	CDS	123				hypothetical protein
PMKMDMIJ_00457	CDS	327				hypothetical protein
PMKMDMIJ_00458	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
PMKMDMIJ_00459	CDS	513				hypothetical protein
PMKMDMIJ_00460	CDS	531	lysX_1	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
PMKMDMIJ_00461	CDS	906	lysX_2	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
PMKMDMIJ_00462	CDS	99				hypothetical protein
PMKMDMIJ_00463	CDS	126				hypothetical protein
PMKMDMIJ_00464	CDS	1032	ggtA	7.5.2.-	COG3842	Osmoprotective compounds uptake ATP-binding protein GgtA
PMKMDMIJ_00465	CDS	1401				hypothetical protein
PMKMDMIJ_00466	CDS	378				hypothetical protein
PMKMDMIJ_00467	CDS	843				hypothetical protein
PMKMDMIJ_00468	CDS	504				hypothetical protein
PMKMDMIJ_00469	CDS	345				hypothetical protein
PMKMDMIJ_00470	CDS	1737	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
PMKMDMIJ_00471	CDS	480				hypothetical protein
PMKMDMIJ_00472	CDS	384				hypothetical protein
PMKMDMIJ_00473	CDS	273				hypothetical protein
PMKMDMIJ_00474	CDS	1734	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
PMKMDMIJ_00475	CDS	426				hypothetical protein
PMKMDMIJ_00476	CDS	273				hypothetical protein
PMKMDMIJ_00477	CDS	750	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
PMKMDMIJ_00478	CDS	963				hypothetical protein
PMKMDMIJ_00479	CDS	963	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PMKMDMIJ_00480	CDS	132				hypothetical protein
PMKMDMIJ_00481	CDS	240				hypothetical protein
PMKMDMIJ_00482	CDS	471				hypothetical protein
PMKMDMIJ_00483	CDS	954	petE_1			Plastocyanin
PMKMDMIJ_00484	CDS	186				hypothetical protein
PMKMDMIJ_00485	CDS	684				hypothetical protein
PMKMDMIJ_00486	CDS	444				hypothetical protein
PMKMDMIJ_00487	CDS	882	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
PMKMDMIJ_00488	CDS	945	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
PMKMDMIJ_00489	CDS	369				hypothetical protein
PMKMDMIJ_00490	CDS	1158	sgrR			HTH-type transcriptional regulator SgrR
PMKMDMIJ_00491	CDS	702	lnrL_1	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
PMKMDMIJ_00492	CDS	840				hypothetical protein
PMKMDMIJ_00493	CDS	459				hypothetical protein
PMKMDMIJ_00494	CDS	135				hypothetical protein
PMKMDMIJ_00495	CDS	480				hypothetical protein
PMKMDMIJ_00496	CDS	369				hypothetical protein
PMKMDMIJ_00497	CDS	975				hypothetical protein
PMKMDMIJ_00498	CDS	1644	prfC		COG4108	Peptide chain release factor 3
PMKMDMIJ_00499	CDS	237				hypothetical protein
PMKMDMIJ_00500	CDS	960				hypothetical protein
PMKMDMIJ_00501	CDS	249	groEL	5.6.1.7	COG0459	Chaperonin GroEL
PMKMDMIJ_00502	CDS	831				hypothetical protein
PMKMDMIJ_00503	CDS	1056	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PMKMDMIJ_00504	CDS	843	iolE	4.2.1.44		Inosose dehydratase
PMKMDMIJ_00505	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
PMKMDMIJ_00506	CDS	1359	melA	3.2.1.22	COG1486	Alpha-galactosidase
PMKMDMIJ_00507	CDS	780	hndC	1.12.1.3		NADP-reducing hydrogenase subunit HndC
PMKMDMIJ_00508	CDS	987	yicL		COG0697	putative inner membrane transporter YicL
PMKMDMIJ_00509	CDS	987		1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
PMKMDMIJ_00510	CDS	570				hypothetical protein
PMKMDMIJ_00511	CDS	1056	tyrC	1.3.1.43	COG0287	Cyclohexadienyl dehydrogenase
PMKMDMIJ_00512	CDS	528				hypothetical protein
PMKMDMIJ_00513	CDS	1089				hypothetical protein
PMKMDMIJ_00514	CDS	1155	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
PMKMDMIJ_00515	CDS	444				hypothetical protein
PMKMDMIJ_00516	CDS	462				hypothetical protein
PMKMDMIJ_00517	CDS	2019	uvrB		COG0556	UvrABC system protein B
PMKMDMIJ_00518	CDS	939	araQ_1		COG0395	Arabinooligosaccharides transport system permease protein AraQ
PMKMDMIJ_00519	CDS	519				hypothetical protein
PMKMDMIJ_00520	CDS	321				hypothetical protein
PMKMDMIJ_00521	CDS	666				hypothetical protein
PMKMDMIJ_00522	CDS	939	dppB_2		COG0601	Dipeptide transport system permease protein DppB
PMKMDMIJ_00523	CDS	906	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
PMKMDMIJ_00524	CDS	1806				hypothetical protein
PMKMDMIJ_00525	CDS	513				hypothetical protein
PMKMDMIJ_00526	CDS	1218	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
PMKMDMIJ_00527	CDS	1275	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
PMKMDMIJ_00528	CDS	501	mglA		COG1100	Mutual gliding-motility protein MglA
PMKMDMIJ_00529	CDS	1152				hypothetical protein
PMKMDMIJ_00530	CDS	1173				hypothetical protein
PMKMDMIJ_00531	CDS	1239	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
PMKMDMIJ_00532	CDS	957	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
PMKMDMIJ_00533	CDS	849	dppA_2	3.4.11.-	COG2362	D-aminopeptidase
PMKMDMIJ_00534	CDS	567				hypothetical protein
PMKMDMIJ_00535	CDS	810				hypothetical protein
PMKMDMIJ_00536	CDS	255	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PMKMDMIJ_00537	CDS	792	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PMKMDMIJ_00538	CDS	627	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
PMKMDMIJ_00539	CDS	324				hypothetical protein
PMKMDMIJ_00540	CDS	726				hypothetical protein
PMKMDMIJ_00541	CDS	162				hypothetical protein
PMKMDMIJ_00542	CDS	315				hypothetical protein
PMKMDMIJ_00543	CDS	480				hypothetical protein
PMKMDMIJ_00544	CDS	621				hypothetical protein
PMKMDMIJ_00545	CDS	1191			COG0628	Putative transport protein
PMKMDMIJ_00546	CDS	906				hypothetical protein
PMKMDMIJ_00547	CDS	1416		2.6.1.-	COG0161	putative aminotransferase
PMKMDMIJ_00548	CDS	1326				hypothetical protein
PMKMDMIJ_00549	CDS	1023	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PMKMDMIJ_00550	CDS	201				hypothetical protein
PMKMDMIJ_00551	CDS	849	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
PMKMDMIJ_00552	CDS	1299		1.5.5.1		Electron transfer flavoprotein-ubiquinone oxidoreductase
PMKMDMIJ_00553	CDS	303	rbn_1	3.1.26.11		Ribonuclease BN
PMKMDMIJ_00554	CDS	351				hypothetical protein
PMKMDMIJ_00555	CDS	1728	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
PMKMDMIJ_00556	CDS	675				hypothetical protein
PMKMDMIJ_00557	tRNA	75				tRNA-Met(cat)
PMKMDMIJ_00558	CDS	1011	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PMKMDMIJ_00559	CDS	258				hypothetical protein
PMKMDMIJ_00560	CDS	477	tuf	3.6.5.3		Elongation factor Tu
PMKMDMIJ_00561	CDS	171	rpmG1		COG0267	Large ribosomal subunit protein bL33A
PMKMDMIJ_00562	tRNA	75				tRNA-Trp(cca)
PMKMDMIJ_00563	CDS	438	secE			Protein translocase subunit SecE
PMKMDMIJ_00564	CDS	606	nusG		COG0250	Transcription termination/antitermination protein NusG
PMKMDMIJ_00565	CDS	426	rplK			Large ribosomal subunit protein uL11
PMKMDMIJ_00566	CDS	726	rplA		COG0081	Large ribosomal subunit protein uL1
PMKMDMIJ_00567	CDS	672				hypothetical protein
PMKMDMIJ_00568	CDS	285				hypothetical protein
PMKMDMIJ_00569	CDS	411				hypothetical protein
PMKMDMIJ_00570	CDS	546				hypothetical protein
PMKMDMIJ_00571	CDS	1068			COG0053	putative cation efflux system protein
PMKMDMIJ_00572	CDS	966				hypothetical protein
PMKMDMIJ_00573	CDS	348				hypothetical protein
PMKMDMIJ_00574	CDS	315				hypothetical protein
PMKMDMIJ_00575	CDS	456				hypothetical protein
PMKMDMIJ_00576	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PMKMDMIJ_00577	CDS	1323		2.7.1.165	COG2379	D-glycerate 2-kinase
PMKMDMIJ_00578	CDS	714				hypothetical protein
PMKMDMIJ_00579	CDS	222	copZ		COG2608	Copper chaperone CopZ
PMKMDMIJ_00580	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
PMKMDMIJ_00581	CDS	1452	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
PMKMDMIJ_00582	CDS	327				hypothetical protein
PMKMDMIJ_00583	CDS	666				hypothetical protein
PMKMDMIJ_00584	CDS	462				hypothetical protein
PMKMDMIJ_00585	CDS	996		4.3.1.19		L-threonine ammonia-lyase
PMKMDMIJ_00586	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PMKMDMIJ_00587	CDS	246				hypothetical protein
PMKMDMIJ_00588	CDS	1383				hypothetical protein
PMKMDMIJ_00589	CDS	1179				hypothetical protein
PMKMDMIJ_00590	CDS	852		3.1.1.-		Lactonase drp35
PMKMDMIJ_00591	CDS	783	mftE	3.4.14.14	COG1402	Mycofactocin precursor peptide peptidase
PMKMDMIJ_00592	CDS	915	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
PMKMDMIJ_00593	CDS	891	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
PMKMDMIJ_00594	CDS	855	ngcE		COG1653	Diacetylchitobiose binding protein NgcE
PMKMDMIJ_00595	CDS	1665	aroB	4.2.3.4		3-dehydroquinate synthase
PMKMDMIJ_00596	CDS	357				hypothetical protein
PMKMDMIJ_00597	CDS	1326	entS_1			Enterobactin exporter EntS
PMKMDMIJ_00598	CDS	426				hypothetical protein
PMKMDMIJ_00599	CDS	318				hypothetical protein
PMKMDMIJ_00600	CDS	903	blaF	3.5.2.6		Beta-lactamase
PMKMDMIJ_00601	CDS	378				hypothetical protein
PMKMDMIJ_00602	CDS	273	oppC_2			Oligopeptide transport system permease protein OppC
PMKMDMIJ_00603	CDS	1083	dppD	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
PMKMDMIJ_00604	CDS	1074	dppF_2	7.4.2.9		Di/tripeptide transport ATP-binding protein DppF
PMKMDMIJ_00605	CDS	141				hypothetical protein
PMKMDMIJ_00606	CDS	339				hypothetical protein
PMKMDMIJ_00607	CDS	426				hypothetical protein
PMKMDMIJ_00608	CDS	429				hypothetical protein
PMKMDMIJ_00609	CDS	1110				hypothetical protein
PMKMDMIJ_00610	CDS	1656	gsiB_1		COG0747	Glutathione-binding protein GsiB
PMKMDMIJ_00611	CDS	285				hypothetical protein
PMKMDMIJ_00612	CDS	1110	msmX	7.5.2.-	COG3842	Oligosaccharides import ATP-binding protein MsmX
PMKMDMIJ_00613	CDS	1323				hypothetical protein
PMKMDMIJ_00614	CDS	486				hypothetical protein
PMKMDMIJ_00615	CDS	930				hypothetical protein
PMKMDMIJ_00616	CDS	1239	puuB	1.4.3.-	COG0665	Gamma-glutamylputrescine oxidoreductase
PMKMDMIJ_00617	CDS	414	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PMKMDMIJ_00618	CDS	1644				hypothetical protein
PMKMDMIJ_00619	CDS	714				hypothetical protein
PMKMDMIJ_00620	CDS	135				hypothetical protein
PMKMDMIJ_00621	CDS	765		4.1.2.-	COG3836	Hydroxypyruvate/pyruvate aldolase
PMKMDMIJ_00622	CDS	468				hypothetical protein
PMKMDMIJ_00623	CDS	1053	dppB_3			Di/tripeptide transport system permease protein DppB
PMKMDMIJ_00624	CDS	1548				hypothetical protein
PMKMDMIJ_00625	CDS	1500	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PMKMDMIJ_00626	CDS	513		2.3.1.-		Acetyltransferase
PMKMDMIJ_00627	CDS	756				hypothetical protein
PMKMDMIJ_00628	CDS	162				hypothetical protein
PMKMDMIJ_00629	CDS	843		3.1.1.23	COG2267	Monoacylglycerol lipase
PMKMDMIJ_00630	CDS	564				hypothetical protein
PMKMDMIJ_00631	CDS	345				hypothetical protein
PMKMDMIJ_00632	CDS	228				hypothetical protein
PMKMDMIJ_00633	CDS	1146	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
PMKMDMIJ_00634	CDS	390				hypothetical protein
PMKMDMIJ_00635	CDS	300				hypothetical protein
PMKMDMIJ_00636	CDS	606				hypothetical protein
PMKMDMIJ_00637	CDS	417		4.2.1.-	COG4336	Putative hydro-lyase
PMKMDMIJ_00638	CDS	819	soj	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
PMKMDMIJ_00639	CDS	1065	noc			Nucleoid occlusion protein
PMKMDMIJ_00640	CDS	285				hypothetical protein
PMKMDMIJ_00641	CDS	468				hypothetical protein
PMKMDMIJ_00642	CDS	261				hypothetical protein
PMKMDMIJ_00643	CDS	7350				hypothetical protein
PMKMDMIJ_00644	CDS	480				hypothetical protein
PMKMDMIJ_00645	CDS	255				hypothetical protein
PMKMDMIJ_00646	CDS	729	dnaN		COG0592	Beta sliding clamp
PMKMDMIJ_00647	CDS	1182	recF		COG1195	DNA replication and repair protein RecF
PMKMDMIJ_00648	CDS	675				hypothetical protein
PMKMDMIJ_00649	CDS	258				hypothetical protein
PMKMDMIJ_00650	CDS	471				hypothetical protein
PMKMDMIJ_00651	CDS	255				hypothetical protein
PMKMDMIJ_00652	CDS	240				hypothetical protein
PMKMDMIJ_00653	CDS	333				hypothetical protein
PMKMDMIJ_00654	CDS	1083	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
PMKMDMIJ_00655	CDS	246	leuD	4.2.1.33		3-isopropylmalate dehydratase small subunit
PMKMDMIJ_00656	CDS	987				hypothetical protein
PMKMDMIJ_00657	CDS	378				hypothetical protein
PMKMDMIJ_00658	CDS	822	iclR		COG1414	Transcriptional repressor IclR
PMKMDMIJ_00659	CDS	768	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PMKMDMIJ_00660	CDS	1755	araC	4.2.1.25		L-arabonate dehydratase
PMKMDMIJ_00661	CDS	1725	appA_2			Oligopeptide-binding protein AppA
PMKMDMIJ_00662	CDS	297				hypothetical protein
PMKMDMIJ_00663	CDS	234				hypothetical protein
PMKMDMIJ_00664	CDS	1083	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
PMKMDMIJ_00665	CDS	585				hypothetical protein
PMKMDMIJ_00666	CDS	249				hypothetical protein
PMKMDMIJ_00667	CDS	627				hypothetical protein
PMKMDMIJ_00668	CDS	756				hypothetical protein
PMKMDMIJ_00669	CDS	1230				hypothetical protein
PMKMDMIJ_00670	CDS	186				hypothetical protein
PMKMDMIJ_00671	CDS	2112	fusA			elongation factor G FusA
PMKMDMIJ_00672	CDS	471	rpsG			Small ribosomal subunit protein uS7
PMKMDMIJ_00673	CDS	144	rpsL		COG0048	Small ribosomal subunit protein uS12
PMKMDMIJ_00674	CDS	900				hypothetical protein
PMKMDMIJ_00675	CDS	2658				hypothetical protein
PMKMDMIJ_00676	CDS	126				hypothetical protein
PMKMDMIJ_00677	CDS	471	greA_1		COG0782	Transcription elongation factor GreA
PMKMDMIJ_00678	CDS	1530	lysS	6.1.1.6		Lysine--tRNA ligase
PMKMDMIJ_00679	CDS	279				hypothetical protein
PMKMDMIJ_00680	CDS	492				hypothetical protein
PMKMDMIJ_00681	CDS	693	kimA		COG0531	Potassium transporter KimA
PMKMDMIJ_00682	CDS	294		1.-.-.-	COG0695	Putative glutaredoxinA
PMKMDMIJ_00683	CDS	339				hypothetical protein
PMKMDMIJ_00684	CDS	1047		2.7.8.-		Cardiolipin synthase
PMKMDMIJ_00685	CDS	504				hypothetical protein
PMKMDMIJ_00686	CDS	726				hypothetical protein
PMKMDMIJ_00687	CDS	231				hypothetical protein
PMKMDMIJ_00688	CDS	549				hypothetical protein
PMKMDMIJ_00689	CDS	774	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
PMKMDMIJ_00690	CDS	1059	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
PMKMDMIJ_00691	CDS	309	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
PMKMDMIJ_00692	CDS	1512	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PMKMDMIJ_00693	CDS	315				hypothetical protein
PMKMDMIJ_00694	CDS	951	dppB_4		COG0601	Dipeptide transport system permease protein DppB
PMKMDMIJ_00695	CDS	960	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
PMKMDMIJ_00696	CDS	1125				hypothetical protein
PMKMDMIJ_00697	CDS	570	bcp	1.11.1.24	COG1225	Putative peroxiredoxin bcp
PMKMDMIJ_00698	CDS	1509				hypothetical protein
PMKMDMIJ_00699	CDS	564				hypothetical protein
PMKMDMIJ_00700	CDS	300				hypothetical protein
PMKMDMIJ_00701	CDS	198	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
PMKMDMIJ_00702	CDS	1239	soxB_1	1.5.3.24		Sarcosine oxidase subunit beta
PMKMDMIJ_00703	CDS	1176				hypothetical protein
PMKMDMIJ_00704	CDS	1353				hypothetical protein
PMKMDMIJ_00705	CDS	258				hypothetical protein
PMKMDMIJ_00706	CDS	1176	yheS_1		COG0488	putative ATP-binding protein YheS
PMKMDMIJ_00707	CDS	399	yheS_2		COG0488	putative ATP-binding protein YheS
PMKMDMIJ_00708	CDS	2262	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PMKMDMIJ_00709	CDS	252				hypothetical protein
PMKMDMIJ_00710	CDS	1620	msrP_2	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PMKMDMIJ_00711	CDS	1221				hypothetical protein
PMKMDMIJ_00712	CDS	708	algU_1			RNA polymerase sigma-H factor
PMKMDMIJ_00713	CDS	279				hypothetical protein
PMKMDMIJ_00714	CDS	1095		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
PMKMDMIJ_00715	CDS	279				hypothetical protein
PMKMDMIJ_00716	CDS	585				hypothetical protein
PMKMDMIJ_00717	CDS	933	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
PMKMDMIJ_00718	CDS	348				hypothetical protein
PMKMDMIJ_00719	CDS	474	xerC_1			Tyrosine recombinase XerC
PMKMDMIJ_00720	CDS	264				hypothetical protein
PMKMDMIJ_00721	CDS	384	khpA			RNA-binding protein KhpA
PMKMDMIJ_00722	CDS	651	rimM			Ribosome maturation factor RimM
PMKMDMIJ_00723	CDS	648				hypothetical protein
PMKMDMIJ_00724	CDS	1647	stp_2		COG0477	Multidrug resistance protein Stp
PMKMDMIJ_00725	CDS	456				hypothetical protein
PMKMDMIJ_00726	CDS	1134				hypothetical protein
PMKMDMIJ_00727	CDS	249				hypothetical protein
PMKMDMIJ_00728	CDS	603	algU_2			RNA polymerase sigma-H factor
PMKMDMIJ_00729	CDS	240				hypothetical protein
PMKMDMIJ_00730	CDS	147				hypothetical protein
PMKMDMIJ_00731	CDS	1743	dapb3_1	3.4.14.-		Dipeptidyl aminopeptidase BIII
PMKMDMIJ_00732	CDS	270				hypothetical protein
PMKMDMIJ_00733	CDS	144				hypothetical protein
PMKMDMIJ_00734	CDS	423				hypothetical protein
PMKMDMIJ_00735	CDS	366				hypothetical protein
PMKMDMIJ_00736	CDS	279				hypothetical protein
PMKMDMIJ_00737	CDS	114				hypothetical protein
PMKMDMIJ_00738	CDS	270	fabH	2.3.1.180		Beta-ketoacyl-[acyl-carrier-protein] synthase III
PMKMDMIJ_00739	CDS	756	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PMKMDMIJ_00740	CDS	537				hypothetical protein
PMKMDMIJ_00741	CDS	1668	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
PMKMDMIJ_00742	CDS	960				hypothetical protein
PMKMDMIJ_00743	CDS	1698				hypothetical protein
PMKMDMIJ_00744	CDS	945	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
PMKMDMIJ_00745	CDS	924	dppB_5		COG0601	Dipeptide transport system permease protein DppB
PMKMDMIJ_00746	CDS	1707	dppA_3		COG0747	Dipeptide-binding protein
PMKMDMIJ_00747	CDS	252				hypothetical protein
PMKMDMIJ_00748	CDS	378				hypothetical protein
PMKMDMIJ_00749	CDS	213				hypothetical protein
PMKMDMIJ_00750	CDS	1758				hypothetical protein
PMKMDMIJ_00751	CDS	390				hypothetical protein
PMKMDMIJ_00752	CDS	618	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
PMKMDMIJ_00753	CDS	777	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
PMKMDMIJ_00754	CDS	636				hypothetical protein
PMKMDMIJ_00755	CDS	213				hypothetical protein
