locus_tag	ftype	length_bp	gene	EC_number	COG	product
BFNNGOFM_00379	CDS	1167	ccpA			Catabolite control protein A
BFNNGOFM_00380	CDS	1548	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
BFNNGOFM_00381	CDS	276	bolA		COG0271	DNA-binding transcriptional regulator BolA
BFNNGOFM_00382	CDS	300	yciI		COG2350	Protein YciI
BFNNGOFM_00383	CDS	180				hypothetical protein
BFNNGOFM_00384	CDS	981	scpA			Segregation and condensation protein A
BFNNGOFM_00385	CDS	795	scpB			Segregation and condensation protein B
BFNNGOFM_00386	CDS	408	hslR		COG1188	Heat shock protein 15
BFNNGOFM_00387	CDS	426	rplS			Large ribosomal subunit protein bL19
BFNNGOFM_00388	CDS	342	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
BFNNGOFM_00389	CDS	384	bkdB	2.3.1.168		Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
BFNNGOFM_00390	CDS	156				hypothetical protein
BFNNGOFM_00391	CDS	204				hypothetical protein
BFNNGOFM_00392	CDS	384				hypothetical protein
BFNNGOFM_00393	CDS	1323				hypothetical protein
BFNNGOFM_00394	CDS	816				hypothetical protein
BFNNGOFM_00395	CDS	201				hypothetical protein
BFNNGOFM_00396	CDS	153				hypothetical protein
BFNNGOFM_00397	CDS	849	rocF	3.5.3.1		Arginase
BFNNGOFM_00398	CDS	960	rep	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
BFNNGOFM_00399	CDS	999				hypothetical protein
BFNNGOFM_00400	CDS	921	hel		COG2503	Lipoprotein E
BFNNGOFM_00401	CDS	915				hypothetical protein
BFNNGOFM_00402	CDS	738				hypothetical protein
BFNNGOFM_00403	CDS	711				hypothetical protein
BFNNGOFM_00404	CDS	654				hypothetical protein
BFNNGOFM_00405	CDS	519	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
BFNNGOFM_00406	CDS	591				hypothetical protein
BFNNGOFM_00407	CDS	1989				hypothetical protein
BFNNGOFM_00408	CDS	729				hypothetical protein
BFNNGOFM_00409	CDS	906	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BFNNGOFM_00410	CDS	2241	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
BFNNGOFM_00411	CDS	1200	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
BFNNGOFM_00412	CDS	345				hypothetical protein
BFNNGOFM_00413	CDS	1392	radA	3.6.4.-	COG1066	DNA repair protein RadA
BFNNGOFM_00414	CDS	1125				hypothetical protein
BFNNGOFM_00415	CDS	1146				hypothetical protein
BFNNGOFM_00416	CDS	1395				hypothetical protein
BFNNGOFM_00417	CDS	294				hypothetical protein
BFNNGOFM_00418	tRNA	76				tRNA-Thr(cgt)
BFNNGOFM_00419	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BFNNGOFM_00420	CDS	498	lspA	3.4.23.36		Lipoprotein signal peptidase
BFNNGOFM_00421	CDS	2865	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BFNNGOFM_00422	CDS	978	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BFNNGOFM_00423	CDS	459	murJ			putative lipid II flippase MurJ
BFNNGOFM_00424	CDS	1014	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
BFNNGOFM_00425	CDS	519				hypothetical protein
BFNNGOFM_00426	CDS	432				hypothetical protein
BFNNGOFM_00427	CDS	219				hypothetical protein
BFNNGOFM_00428	CDS	519				hypothetical protein
BFNNGOFM_00429	CDS	666				hypothetical protein
BFNNGOFM_00430	CDS	189				hypothetical protein
BFNNGOFM_00431	CDS	267				hypothetical protein
BFNNGOFM_00432	CDS	1512				hypothetical protein
BFNNGOFM_00433	CDS	741				hypothetical protein
BFNNGOFM_00434	CDS	993				hypothetical protein
BFNNGOFM_00435	CDS	141	rpmH			Large ribosomal subunit protein bL34
BFNNGOFM_00436	CDS	480	rnpA	3.1.26.5		Ribonuclease P protein component
BFNNGOFM_00437	CDS	1725	yidC			Membrane protein insertase YidC
BFNNGOFM_00438	CDS	1356	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
BFNNGOFM_00439	CDS	1128				hypothetical protein
BFNNGOFM_00440	CDS	1173	natB	7.2.2.4	COG1668	ABC transporter permease protein NatB
BFNNGOFM_00441	CDS	744	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
BFNNGOFM_00442	CDS	1509				hypothetical protein
BFNNGOFM_00443	CDS	195				hypothetical protein
BFNNGOFM_00444	CDS	432				hypothetical protein
BFNNGOFM_00445	CDS	723	gcoB	1.6.2.-		Aromatic O-demethylase, reductase subunit
BFNNGOFM_00446	CDS	264				hypothetical protein
BFNNGOFM_00447	CDS	297				hypothetical protein
BFNNGOFM_00448	CDS	897	rfbD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
BFNNGOFM_00449	CDS	558	rfbC	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
BFNNGOFM_00450	CDS	888	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
BFNNGOFM_00451	CDS	102				hypothetical protein
BFNNGOFM_00452	CDS	708	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
BFNNGOFM_00453	CDS	738				hypothetical protein
BFNNGOFM_00454	CDS	399				hypothetical protein
BFNNGOFM_00455	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BFNNGOFM_00456	CDS	1398	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
BFNNGOFM_00457	CDS	489	zur		COG0735	Zinc uptake regulation protein
BFNNGOFM_00458	CDS	2100				putative TonB-dependent receptor
BFNNGOFM_00459	CDS	414				hypothetical protein
BFNNGOFM_00460	CDS	237				hypothetical protein
BFNNGOFM_00461	CDS	732				hypothetical protein
BFNNGOFM_00462	CDS	1758	infB		COG0532	Translation initiation factor IF-2
BFNNGOFM_00463	CDS	357	rbfA		COG0858	Ribosome-binding factor A
BFNNGOFM_00464	CDS	999	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BFNNGOFM_00465	CDS	261	rpsO		COG0184	Small ribosomal subunit protein uS15
BFNNGOFM_00466	CDS	1356				hypothetical protein
BFNNGOFM_00467	CDS	678	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
BFNNGOFM_00468	CDS	531				hypothetical protein
BFNNGOFM_00469	CDS	789	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BFNNGOFM_00470	CDS	156				hypothetical protein
BFNNGOFM_00471	CDS	237				hypothetical protein
BFNNGOFM_00472	CDS	498	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
BFNNGOFM_00473	CDS	2103	pqqU		COG4772	Pyrroloquinoline quinone transporter
BFNNGOFM_00474	CDS	1446				hypothetical protein
BFNNGOFM_00475	CDS	936				hypothetical protein
BFNNGOFM_00476	CDS	384				hypothetical protein
BFNNGOFM_00477	CDS	426				hypothetical protein
BFNNGOFM_00478	CDS	672				hypothetical protein
BFNNGOFM_00479	CDS	150				hypothetical protein
BFNNGOFM_00480	CDS	270	acyP	3.6.1.7	COG1254	Acylphosphatase
BFNNGOFM_00481	CDS	609	resA_1			Thiol-disulfide oxidoreductase ResA
BFNNGOFM_00482	CDS	513				hypothetical protein
BFNNGOFM_00483	CDS	1890	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BFNNGOFM_00484	CDS	2889				hypothetical protein
BFNNGOFM_00485	CDS	690				hypothetical protein
BFNNGOFM_00486	CDS	789				hypothetical protein
BFNNGOFM_00487	CDS	363				hypothetical protein
BFNNGOFM_00488	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
BFNNGOFM_00489	CDS	594				hypothetical protein
BFNNGOFM_00490	CDS	195				hypothetical protein
BFNNGOFM_00491	CDS	690	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
BFNNGOFM_00492	CDS	3180	bepE			Efflux pump membrane transporter BepE
BFNNGOFM_00493	CDS	1203	mdtA_3		COG0845	Multidrug resistance protein MdtA
BFNNGOFM_00494	CDS	768				hypothetical protein
BFNNGOFM_00495	CDS	435				hypothetical protein
BFNNGOFM_00496	CDS	207	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
BFNNGOFM_00497	CDS	252				hypothetical protein
BFNNGOFM_00498	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
BFNNGOFM_00499	CDS	390				hypothetical protein
BFNNGOFM_00500	CDS	1134	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
BFNNGOFM_00501	CDS	2439				hypothetical protein
BFNNGOFM_00502	CDS	573	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
BFNNGOFM_00503	CDS	921	polA_1	2.7.7.7		DNA polymerase I
BFNNGOFM_00504	CDS	555				hypothetical protein
BFNNGOFM_00505	CDS	942	pip	3.4.11.5		Proline iminopeptidase
BFNNGOFM_00506	CDS	846	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
BFNNGOFM_00507	CDS	864				hypothetical protein
BFNNGOFM_00508	CDS	474				hypothetical protein
BFNNGOFM_00509	CDS	627				hypothetical protein
BFNNGOFM_00510	CDS	252				hypothetical protein
BFNNGOFM_00511	CDS	1866	lptD			LPS-assembly protein LptD
BFNNGOFM_00512	CDS	1359	surA	5.2.1.8	COG0760	Chaperone SurA
BFNNGOFM_00513	CDS	984	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
BFNNGOFM_00514	CDS	792	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BFNNGOFM_00515	CDS	384	apaG		COG2967	Protein ApaG
BFNNGOFM_00516	CDS	1050	msbA_1	7.5.2.6	COG1132	ATP-dependent lipid A-core flippase
BFNNGOFM_00517	CDS	762				hypothetical protein
BFNNGOFM_00518	CDS	324				hypothetical protein
BFNNGOFM_00519	CDS	951				hypothetical protein
BFNNGOFM_00520	CDS	1782				hypothetical protein
BFNNGOFM_00521	CDS	1647	smc_1			Chromosome partition protein Smc
BFNNGOFM_00522	CDS	948				hypothetical protein
BFNNGOFM_00523	CDS	1776				hypothetical protein
BFNNGOFM_00524	CDS	1308	cnrA			Nickel and cobalt resistance protein CnrA
BFNNGOFM_00525	CDS	693				hypothetical protein
BFNNGOFM_00526	CDS	684	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
BFNNGOFM_00527	CDS	339				hypothetical protein
BFNNGOFM_00528	CDS	1266	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BFNNGOFM_00529	CDS	261				hypothetical protein
BFNNGOFM_00530	CDS	2043	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
BFNNGOFM_00531	CDS	1485				hypothetical protein
BFNNGOFM_00532	CDS	228				hypothetical protein
BFNNGOFM_00533	CDS	1758				hypothetical protein
BFNNGOFM_00534	CDS	810				hypothetical protein
BFNNGOFM_00535	CDS	942	tamB		COG2911	Translocation and assembly module subunit TamB
BFNNGOFM_00536	CDS	1062				hypothetical protein
BFNNGOFM_00537	CDS	1380	tkt	2.2.1.1		Transketolase
BFNNGOFM_00538	CDS	711				hypothetical protein
BFNNGOFM_00539	CDS	1677	pgm	5.4.2.2	COG0033	Phosphoglucomutase
BFNNGOFM_00540	CDS	714	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
BFNNGOFM_00541	CDS	906		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
BFNNGOFM_00542	CDS	1500	merA	1.16.1.1		Mercuric reductase
BFNNGOFM_00543	CDS	1356		3.2.1.214	COG5368	Exo beta-1,2-glucooligosaccharide sophorohydrolase (non-reducing end)
BFNNGOFM_00544	CDS	1539				hypothetical protein
BFNNGOFM_00545	CDS	273				hypothetical protein
BFNNGOFM_00546	CDS	135				hypothetical protein
BFNNGOFM_00547	CDS	786				hypothetical protein
BFNNGOFM_00548	CDS	1230	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
BFNNGOFM_00549	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
BFNNGOFM_00550	CDS	1215				hypothetical protein
BFNNGOFM_00551	CDS	1419				hypothetical protein
BFNNGOFM_00552	CDS	693	phoP			Two-component response regulator PhoP
BFNNGOFM_00553	CDS	378				hypothetical protein
BFNNGOFM_00554	CDS	318				hypothetical protein
BFNNGOFM_00555	CDS	1740	dmdC	1.3.99.41	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
BFNNGOFM_00556	CDS	1068	bioH_1	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
BFNNGOFM_00557	CDS	270	mddA	2.1.1.334		Methanethiol S-methyltransferase
BFNNGOFM_00558	CDS	852				hypothetical protein
BFNNGOFM_00559	CDS	582				hypothetical protein
BFNNGOFM_00560	CDS	360				hypothetical protein
BFNNGOFM_00561	CDS	255	fdx		COG1145	Ferredoxin
BFNNGOFM_00562	CDS	501				hypothetical protein
BFNNGOFM_00563	CDS	504	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
BFNNGOFM_00564	CDS	945	gltT			Proton/sodium-glutamate symport protein
BFNNGOFM_00565	CDS	1137				hypothetical protein
BFNNGOFM_00566	CDS	1284	nhaP			Na(+)/H(+) antiporter NhaP
BFNNGOFM_00567	CDS	1032				hypothetical protein
BFNNGOFM_00568	CDS	777	btsR_1		COG3279	Transcriptional regulatory protein BtsR
BFNNGOFM_00569	CDS	405				hypothetical protein
BFNNGOFM_00570	CDS	645				hypothetical protein
BFNNGOFM_00571	CDS	1059		2.3.1.246	COG3424	3,5-dihydroxyphenylacetyl-CoA synthase
BFNNGOFM_00572	CDS	777				hypothetical protein
BFNNGOFM_00573	CDS	477	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
BFNNGOFM_00574	CDS	978	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
BFNNGOFM_00575	CDS	831				hypothetical protein
BFNNGOFM_00576	CDS	630				hypothetical protein
BFNNGOFM_00577	CDS	1884	cysNC		COG0529	Bifunctional enzyme CysN/CysC
BFNNGOFM_00578	CDS	117	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
BFNNGOFM_00579	CDS	618				hypothetical protein
BFNNGOFM_00580	CDS	1254	bcr		COG2814	Bicyclomycin resistance protein
BFNNGOFM_00581	CDS	1098	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
BFNNGOFM_00582	CDS	282				hypothetical protein
BFNNGOFM_00583	CDS	672	tmk	2.7.4.9		Thymidylate kinase
BFNNGOFM_00584	CDS	1056	mltG	4.2.2.29		Endolytic murein transglycosylase
BFNNGOFM_00585	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
BFNNGOFM_00586	CDS	546	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BFNNGOFM_00587	CDS	486				hypothetical protein
BFNNGOFM_00588	CDS	1215	bamB			Outer membrane protein assembly factor BamB
BFNNGOFM_00589	CDS	213				hypothetical protein
BFNNGOFM_00590	CDS	1047				hypothetical protein
BFNNGOFM_00591	CDS	510				hypothetical protein
BFNNGOFM_00592	CDS	468				hypothetical protein
BFNNGOFM_00593	CDS	1257	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
BFNNGOFM_00594	CDS	579	adk1	2.7.4.3	COG0563	Adenylate kinase 1
BFNNGOFM_00595	CDS	261				hypothetical protein
BFNNGOFM_00596	CDS	1269	ftsK			DNA translocase FtsK
BFNNGOFM_00597	CDS	624	lolA			Outer-membrane lipoprotein carrier protein
BFNNGOFM_00598	CDS	735				hypothetical protein
BFNNGOFM_00599	CDS	1251	rarA		COG2256	Replication-associated recombination protein A
BFNNGOFM_00600	CDS	408	fluC			Fluoride-specific ion channel FluC
BFNNGOFM_00601	CDS	684	ndvB	2.4.1.-	COG3459	Cyclic beta-(1,2)-glucan synthase NdvB
BFNNGOFM_00602	CDS	297	smg			Protein Smg
BFNNGOFM_00603	CDS	2019				hypothetical protein
BFNNGOFM_00604	CDS	624	cph1_1	2.7.13.3	COG4251	Phytochrome-like protein Cph1
BFNNGOFM_00605	CDS	438	rcp1_1		COG0784	Response regulator Rcp1
BFNNGOFM_00606	CDS	1659				hypothetical protein
BFNNGOFM_00607	CDS	300	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
BFNNGOFM_00608	CDS	93				hypothetical protein
BFNNGOFM_00609	CDS	285				hypothetical protein
BFNNGOFM_00610	CDS	348				hypothetical protein
BFNNGOFM_00611	CDS	702				hypothetical protein
BFNNGOFM_00612	CDS	1275				hypothetical protein
BFNNGOFM_00613	CDS	180				hypothetical protein
BFNNGOFM_00614	CDS	165				hypothetical protein
BFNNGOFM_00615	CDS	1776	msbA_2	7.5.2.6	COG1132	ATP-dependent lipid A-core flippase
BFNNGOFM_00616	CDS	471				hypothetical protein
BFNNGOFM_00617	CDS	207	cspA_2		COG1278	putative cold shock protein A
BFNNGOFM_00618	CDS	753		2.4.2.44		S-methyl-5'-thioinosine phosphorylase
BFNNGOFM_00619	CDS	1293	putP		COG0591	Sodium/proline symporter
BFNNGOFM_00620	CDS	867				hypothetical protein
BFNNGOFM_00621	CDS	222				hypothetical protein
BFNNGOFM_00622	CDS	300				hypothetical protein
BFNNGOFM_00623	CDS	987				hypothetical protein
BFNNGOFM_00624	CDS	285				hypothetical protein
BFNNGOFM_00625	CDS	279				hypothetical protein
BFNNGOFM_00626	CDS	306				hypothetical protein
BFNNGOFM_00627	CDS	762	yadH_1		COG0842	Inner membrane transport permease YadH
BFNNGOFM_00628	CDS	348				hypothetical protein
BFNNGOFM_00629	CDS	936				hypothetical protein
BFNNGOFM_00630	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
BFNNGOFM_00631	CDS	276	ubiK			Ubiquinone biosynthesis accessory factor UbiK
BFNNGOFM_00632	CDS	1515	comM		COG0606	Competence protein ComM
BFNNGOFM_00633	CDS	492				hypothetical protein
BFNNGOFM_00634	CDS	453				hypothetical protein
BFNNGOFM_00635	CDS	330				hypothetical protein
BFNNGOFM_00636	CDS	279				hypothetical protein
BFNNGOFM_00637	CDS	447	mraZ		COG2001	Transcriptional regulator MraZ
BFNNGOFM_00638	CDS	975	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
BFNNGOFM_00639	CDS	267	ftsL			Cell division protein FtsL
BFNNGOFM_00640	CDS	1863	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
BFNNGOFM_00641	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
BFNNGOFM_00642	CDS	1431	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BFNNGOFM_00643	CDS	1086	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
BFNNGOFM_00644	CDS	1323	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
BFNNGOFM_00645	CDS	1581				hypothetical protein
BFNNGOFM_00646	CDS	2541	rne	3.1.26.12		Ribonuclease E
BFNNGOFM_00647	CDS	648	gacA		COG2197	Response regulator GacA
BFNNGOFM_00648	tRNA	90				tRNA-Ser(tga)
BFNNGOFM_00649	CDS	978				HTH-type transcriptional regulator
BFNNGOFM_00650	CDS	645				hypothetical protein
BFNNGOFM_00651	CDS	1218	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
BFNNGOFM_00652	CDS	441				hypothetical protein
BFNNGOFM_00653	CDS	372				hypothetical protein
BFNNGOFM_00654	CDS	666	lipB	2.3.1.181	COG0321	Octanoyltransferase
BFNNGOFM_00655	CDS	1272	celR			HTH-type transcriptional regulator CelR
BFNNGOFM_00656	CDS	1719	cgtM	2.4.1.19		Cyclomaltodextrin glucanotransferase
BFNNGOFM_00657	CDS	1494				hypothetical protein
BFNNGOFM_00658	CDS	1617	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
BFNNGOFM_00659	CDS	1506	prnA	1.14.19.9		Tryptophan 7-halogenase PrnA
BFNNGOFM_00660	CDS	2775	pulA	3.2.1.41		Pullulanase
BFNNGOFM_00661	CDS	2028	susB	3.2.1.3	COG1082	Glucan 1,4-alpha-glucosidase SusB
BFNNGOFM_00662	CDS	726				hypothetical protein
BFNNGOFM_00663	CDS	1791				hypothetical protein
BFNNGOFM_00664	CDS	1473	amyB	3.2.1.1		Alpha-amylase 2
BFNNGOFM_00665	CDS	2625				hypothetical protein
BFNNGOFM_00666	CDS	2730				hypothetical protein
BFNNGOFM_00667	CDS	1425	yidK		COG4146	putative symporter YidK
BFNNGOFM_00668	CDS	651		4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
BFNNGOFM_00669	CDS	990	glk	2.7.1.2	COG0837	Glucokinase
BFNNGOFM_00670	CDS	1908	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
BFNNGOFM_00671	CDS	735				hypothetical protein
BFNNGOFM_00672	CDS	615	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
BFNNGOFM_00673	CDS	1233	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
BFNNGOFM_00674	CDS	1248	hutF	3.5.3.13		Formimidoylglutamate deiminase
BFNNGOFM_00675	CDS	1308				hypothetical protein
BFNNGOFM_00676	CDS	279				hypothetical protein
BFNNGOFM_00677	CDS	483	ssb		COG0629	Single-stranded DNA-binding protein
BFNNGOFM_00678	CDS	1020	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BFNNGOFM_00679	CDS	1491	murD2	6.3.2.53		UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
BFNNGOFM_00680	CDS	870	murL	5.1.1.23		UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
BFNNGOFM_00681	CDS	117				hypothetical protein
BFNNGOFM_00682	CDS	375	rpsL			Small ribosomal subunit protein uS12
BFNNGOFM_00683	CDS	468	rpsG			Small ribosomal subunit protein uS7
BFNNGOFM_00684	CDS	1653				hypothetical protein
BFNNGOFM_00685	CDS	696			COG0325	Pyridoxal phosphate homeostasis protein
BFNNGOFM_00686	CDS	885	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
BFNNGOFM_00687	CDS	498				hypothetical protein
BFNNGOFM_00688	CDS	321				hypothetical protein
BFNNGOFM_00689	CDS	876				hypothetical protein
BFNNGOFM_00690	CDS	942				hypothetical protein
BFNNGOFM_00691	CDS	462				hypothetical protein
BFNNGOFM_00692	CDS	525	grpE			Protein GrpE
BFNNGOFM_00693	CDS	669	hrcA		COG1420	Heat-inducible transcription repressor HrcA
BFNNGOFM_00694	CDS	642	engB		COG0218	putative GTP-binding protein EngB
BFNNGOFM_00695	CDS	246				hypothetical protein
BFNNGOFM_00696	CDS	1365	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
BFNNGOFM_00697	CDS	2721	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
BFNNGOFM_00698	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
BFNNGOFM_00699	CDS	288				hypothetical protein
BFNNGOFM_00700	CDS	651	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
BFNNGOFM_00701	CDS	567	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
BFNNGOFM_00702	CDS	750	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
BFNNGOFM_00703	CDS	702	mlaF	7.6.2.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
BFNNGOFM_00704	CDS	1086	clpB		COG0542	Chaperone protein ClpB
BFNNGOFM_00705	CDS	477	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BFNNGOFM_00706	CDS	648				hypothetical protein
BFNNGOFM_00707	CDS	828	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
BFNNGOFM_00708	CDS	435	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
BFNNGOFM_00709	CDS	687				hypothetical protein
BFNNGOFM_00710	CDS	981	chrB1			Protein ChrB
BFNNGOFM_00711	CDS	285				hypothetical protein
BFNNGOFM_00712	CDS	1056	hutI_2	3.5.2.7		Imidazolonepropionase
BFNNGOFM_00713	CDS	480	ade_1	3.5.4.2		Adenine deaminase
BFNNGOFM_00714	CDS	999				hypothetical protein
BFNNGOFM_00715	CDS	354				hypothetical protein
BFNNGOFM_00716	CDS	1038				hypothetical protein
BFNNGOFM_00717	CDS	522	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
BFNNGOFM_00718	CDS	1413				hypothetical protein
BFNNGOFM_00719	CDS	777	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
BFNNGOFM_00720	CDS	969				hypothetical protein
BFNNGOFM_00721	CDS	1062				hypothetical protein
BFNNGOFM_00722	CDS	1518				hypothetical protein
BFNNGOFM_00723	CDS	1347				hypothetical protein
BFNNGOFM_00724	CDS	972				hypothetical protein
BFNNGOFM_00725	CDS	324	dap4_1	3.4.14.5		Dipeptidyl aminopeptidase 4
BFNNGOFM_00726	CDS	909	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
BFNNGOFM_00727	CDS	477				hypothetical protein
BFNNGOFM_00728	CDS	2202	polA_2	2.7.7.7	COG0258	DNA polymerase I
BFNNGOFM_00729	CDS	831	xni	3.1.-.-		Flap endonuclease Xni
BFNNGOFM_00730	CDS	1299				hypothetical protein
BFNNGOFM_00731	CDS	468				hypothetical protein
BFNNGOFM_00732	CDS	1203	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
BFNNGOFM_00733	CDS	903	galU	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BFNNGOFM_00734	CDS	1911	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
BFNNGOFM_00735	CDS	1023	wecA_1	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
BFNNGOFM_00736	CDS	1179	lapB		COG2956	Lipopolysaccharide assembly protein B
BFNNGOFM_00737	CDS	2226	priA	5.6.2.4		Replication restart protein PriA
BFNNGOFM_00738	CDS	660				hypothetical protein
BFNNGOFM_00739	CDS	954	moxR1_1		COG0714	Chaperone MoxR1
BFNNGOFM_00740	CDS	1083				hypothetical protein
BFNNGOFM_00741	CDS	828	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
BFNNGOFM_00742	CDS	237				hypothetical protein
BFNNGOFM_00743	CDS	1176				hypothetical protein
BFNNGOFM_00744	CDS	546	gloA	4.4.1.5		Lactoylglutathione lyase
BFNNGOFM_00745	CDS	720	yfiH	2.4.2.1		Purine nucleoside phosphorylase YfiH
BFNNGOFM_00746	CDS	396	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
